Rv_ID,NN_1,NN_2,NN_3,NN_4,NN_5,NN_6,NN_7,NN_8,NN_9,NN_10
Rv0187,Rv2688c,Rv0577,Rv1425,Rv0114,Rv0889c,Rv3203,Rv1180,Rv2821c,Rv1223,Rv1219c
Rv0188,Rv1242,Rv2196,Rv0512,Rv1103c,Rv3886c,Rv1981c,Rv0956,Rv2332,Rv1558,Rv2748c
Rv0189c,Rv3260c,Rv3244c,Rv3280,Rv3246c,Rv3219,Rv3356c,Rv3276c,Rv3396c,Rv3247c,Rv1402
Rv0190,Rv3874,Rv3869,Rv3544c,Rv3877,Rv3871,Rv3614c,Rv3882c,Rv3870,Rv3883c,Rv3616c
Rv0191,Rv1846c,Rv1447c,Rv1692,Rv3703c,Rv3866,Rv1478,Rv3313c,Rv3557c,Rv1860,Rv0864
Rv0192,Rv2822c,Rv1021,Rv2817c,Rv3328c,Rv2818c,Rv3812,Rv2819c,Rv3655c,Rv0694,Rv3667
Rv0192A,Rv2964,Rv3316,Rv0754,Rv3702c,Rv3704c,Rv1563c,Rv1996,Rv3655c,Rv1267c,Rv1341
Rv0193c,Rv1690,Rv2349c,Rv1552,Rv1297,Rv3065,Rv0194,Rv2136c,Rv0844c,Rv3825c,Rv2763c
Rv0194,Rv2136c,Rv0844c,Rv2349c,Rv1690,Rv0838,Rv3065,Rv1552,Rv0458,Rv1297,Rv2484c
Rv0195,Rv1731,Rv3506,Rv3734c,Rv3086,Rv1777,Rv1267c,Rv3704c,Rv3089,Rv1996,Rv1173
Rv0196,Rv2530c,Rv3754,Rv2596,Rv2702,Rv0933,Rv0418,Rv1562c,Rv3911,Rv0500,Rv3062
Rv0197,Rv0386,Rv2820c,Rv2763c,Rv1143,Rv0844c,Rv0838,Rv0301,Rv0901,Rv2914c,Rv0518
Rv0198c,Rv1746,Rv1344,Rv2407,Rv3119,Rv0978c,Rv1317c,Rv2911,Rv2958c,Rv0233,Rv1745c
Rv0199,Rv2583c,Rv2249c,Rv3868,Rv0098,Rv3569c,Rv3849,Rv3872,Rv0655,Rv3876,Rv3543c
Rv0200,Rv2249c,Rv2583c,Rv0098,Rv3569c,Rv3872,Rv3868,Rv3876,Rv0655,Rv3723,Rv1236
Rv0201c,Rv2234,Rv3405c,Rv3416,Rv2010,Rv2740,Rv3763,Rv1857,Rv1207,Rv2103c,Rv0734
Rv0202c,Rv0450c,Rv2048c,Rv1942c,Rv1272c,Rv0451c,Rv1348,Rv0391,Rv0998,Rv2498c,Rv1235
Rv0203,Rv0045c,Rv2232,Rv2118c,Rv0137c,Rv1302,Rv0933,Rv3357,Rv2702,Rv0486,Rv0668
Rv0204c,Rv2048c,Rv0450c,Rv0202c,Rv1272c,Rv0451c,Rv2498c,Rv1942c,Rv1348,Rv0998,Rv3495c
Rv0205,Rv0533c,Rv3157,Rv3153,Rv3878,Rv1497,Rv0297,Rv1261c,Rv1001,Rv1130,Rv3681c
Rv0206c,Rv3586,Rv0600c,Rv0438c,Rv1909c,Rv3919c,Rv3318,Rv2922c,Rv2112c,NONE,NONE
Rv0207c,Rv3384c,Rv2985,Rv2841c,Rv1475c,Rv1736c,Rv0549c,Rv1247c,Rv3791,Rv2601,Rv1699
Rv0208c,Rv0070c,Rv0749,Rv3610c,Rv3687c,Rv3272,Rv0418,Rv1088,Rv3911,Rv0582,Rv0478
Rv0209,Rv3056,Rv2484c,Rv0518,Rv3080c,Rv3862c,Rv0838,Rv1246c,Rv3740c,Rv3487c,Rv2820c
Rv0210,Rv1743,Rv3150,Rv3151,Rv3152,Rv0867c,Rv0107c,Rv3392c,Rv3145,Rv0980c,Rv2973c
Rv0211,Rv0626,Rv3358,Rv0596c,Rv2865,Rv3835,Rv3240c,Rv0982,Rv1259,Rv2919c,Rv0900
Rv0212c,Rv3589,Rv3272,Rv2596,Rv1316c,Rv3592,Rv1604,Rv1629,Rv2252,Rv0557,Rv0418
Rv0213c,Rv1328,Rv2218,Rv3297,Rv1468c,Rv0445c,Rv1222,Rv0342,Rv1365c,Rv2267c,Rv2852c
Rv0214,Rv0764c,Rv1980c,Rv3408,Rv3377c,Rv1876,Rv0221,Rv0404,Rv0845,Rv1983,Rv2296
Rv0215c,Rv2296,Rv1983,Rv0221,Rv3825c,Rv1980c,Rv3408,Rv1876,Rv0764c,Rv1297,Rv2501c
Rv0216,Rv0202c,Rv0450c,Rv2048c,Rv1272c,Rv1942c,Rv1348,Rv0451c,Rv0998,Rv0391,Rv1238
Rv0217c,Rv1983,Rv2296,Rv1876,Rv1980c,Rv3825c,Rv3408,Rv0221,Rv0764c,Rv3377c,Rv0845
Rv0218,Rv0192,Rv2822c,Rv2817c,Rv2818c,Rv1021,Rv3328c,Rv3812,Rv2819c,Rv3655c,Rv0694
Rv0219,Rv0015c,Rv3469c,Rv1843c,Rv1760,Rv2029c,Rv0351,Rv1915,Rv3824c,Rv0598c,Rv0159c
Rv0220,Rv3155,Rv1264,Rv2428,Rv1848,Rv1608c,Rv3130c,Rv2816c,Rv1187,Rv1218c,Rv0601c
Rv0221,Rv3408,Rv1980c,Rv2296,Rv0764c,Rv1983,Rv3825c,Rv3409c,Rv1297,Rv2631,Rv3065
Rv0222,Rv1027c,Rv3913,Rv3378c,Rv3793,Rv3561,Rv1400c,Rv1558,Rv0512,Rv1931c,Rv0505c
Rv0223c,Rv0073,Rv3097c,Rv1694,Rv0869c,Rv1270c,Rv2673,Rv3509c,Rv0292,Rv2301,Rv1410c
Rv0224c,Rv1166,Rv1649,Rv3801c,Rv0651,Rv2153c,Rv1438,Rv0667,Rv2921c,Rv3580c,Rv3708c
Rv0225,Rv0350,Rv1713,Rv2925c,Rv3436c,Rv1380,Rv1536,Rv2555c,Rv1389,Rv3834c,Rv3795
Rv0226c,Rv0005,Rv1169c,Rv1187,Rv3518c,Rv2816c,Rv1608c,Rv3565,Rv0220,Rv1938,Rv3155
Rv0227c,Rv1713,Rv0350,Rv2555c,Rv3795,Rv1380,Rv2925c,Rv3436c,Rv1536,Rv3834c,Rv1389
Rv0228,Rv2093c,Rv3778c,Rv3014c,Rv0291,Rv3455c,Rv2753c,Rv1594,Rv1483,Rv1708,Rv2194
Rv0229Ac,Rv2068c,Rv2783c,Rv2211c,Rv2593c,Rv3330,Rv1992c,Rv1079,Rv3879c,Rv0813c,Rv1433
Rv0229c,Rv3328c,Rv2976c,Rv2822c,Rv3812,Rv3655c,Rv3567c,Rv2088,Rv0192,Rv1885c,Rv0234c
Rv0230c,Rv1675c,Rv1160,Rv1911c,Rv2727c,Rv2548,Rv2579,Rv2389c,Rv1818c,Rv2719c,NONE
Rv0231,Rv1690,Rv2349c,Rv1552,Rv1297,Rv3065,Rv0194,Rv2136c,Rv0844c,Rv3825c,Rv1651c
Rv0232,Rv2294,Rv3366,Rv1196,Rv2299c,Rv0006,Rv0286,Rv0977,Rv1625c,Rv1771,Rv3106
Rv0233,Rv2958c,Rv1317c,Rv2407,Rv0182c,Rv1344,Rv2911,Rv1746,Rv0148,Rv2429,Rv2436
Rv0234c,Rv3567c,Rv2976c,Rv3316,Rv3655c,Rv3286c,Rv3812,Rv2088,Rv3315c,Rv1341,Rv3307
Rv0235c,Rv1013,Rv1162,Rv1994c,Rv1020,Rv0938,Rv3879c,Rv3083,Rv2063A,Rv1155,Rv3744
Rv0236A,Rv3800c,Rv1536,Rv1389,Rv3436c,Rv3834c,Rv1380,Rv2610c,Rv2845c,Rv0041,Rv2925c
Rv0236c,Rv1017c,Rv1990c,Rv1326c,Rv2448c,Rv1827,Rv2572c,Rv1381,Rv2244,Rv1656,Rv1603
Rv0237,Rv0670,Rv2780,Rv3045,Rv1653,Rv1931c,Rv0548c,Rv2953,Rv1400c,Rv3449,Rv2950c
Rv0238,Rv1493,Rv1314c,Rv0256c,Rv1492,Rv0712,Rv2034,Rv1701,Rv2419c,Rv1412,Rv1477
Rv0239,Rv0469,Rv3286c,Rv2088,Rv1897c,Rv0234c,Rv1108c,Rv2976c,Rv0408,Rv0050,Rv3383c
Rv0240,Rv0596c,Rv0626,Rv3358,Rv2865,Rv0211,Rv3835,Rv0982,Rv3240c,Rv0900,Rv1259
Rv0241c,Rv0129c,Rv0600c,Rv3586,Rv2985,Rv0206c,Rv1474c,Rv1475c,Rv2215,Rv1633,Rv3919c
Rv0242c,Rv2359,Rv1822,Rv1538c,Rv2613c,Rv1539,Rv0465c,Rv3810,Rv2476c,Rv0983,Rv1957
Rv0243,Rv2476c,Rv0983,Rv1932,Rv1698,Rv2419c,Rv1477,Rv1822,Rv2359,Rv3413c,Rv2733c
Rv0244c,Rv2359,Rv1822,Rv1538c,Rv2613c,Rv1539,Rv2476c,Rv3810,Rv0465c,Rv0983,Rv1477
Rv0245,Rv3417c,Rv0948c,Rv0020c,Rv0130,Rv3687c,Rv0678,Rv3270,Rv0949,Rv0582,Rv1884c
Rv0246,Rv2208,Rv3854c,Rv0609,Rv2868c,Rv2066,Rv2948c,Rv1665,Rv0553,Rv2459,Rv1079
Rv0247c,Rv1942c,Rv0202c,Rv2048c,Rv0450c,Rv0391,Rv1235,Rv1349,Rv1272c,Rv1348,Rv3717
Rv0248c,Rv2358,Rv3132c,Rv1349,Rv3717,Rv1235,Rv1347c,Rv1942c,Rv0391,Rv0470c,Rv0202c
Rv0249c,Rv2048c,Rv3568c,Rv1942c,Rv0202c,Rv0451c,Rv0450c,Rv3495c,Rv1272c,Rv2498c,Rv1349
Rv0250c,Rv0126,Rv0900,Rv3835,Rv2829c,Rv2586c,Rv1114,Rv3168,Rv0626,Rv0211,Rv0596c
Rv0251c,Rv1675c,Rv0230c,Rv2548,Rv1160,Rv2727c,Rv1911c,Rv2579,Rv2389c,Rv1818c,Rv2719c
Rv0252,Rv3585,Rv2158c,Rv3382c,Rv0669c,Rv0901,Rv2823c,Rv2914c,Rv1075c,Rv1311,Rv0301
Rv0253,Rv0107c,Rv0867c,Rv3152,Rv2032,Rv2973c,Rv1364c,Rv2573,Rv1743,Rv0414c,Rv3547
Rv0254c,Rv2002,Rv1739c,Rv3841,Rv2602,Rv3082c,Rv0858c,Rv1253,Rv3364c,Rv2103c,NONE
Rv0255c,Rv3573c,Rv1294,Rv1028c,Rv1430,Rv0643c,Rv1989c,Rv1511,Rv1695,Rv2155c,Rv3609c
Rv0256c,Rv1492,Rv1493,Rv0712,Rv1314c,Rv1701,Rv2034,Rv3910,Rv1391,Rv0009,Rv1412
Rv0257,Rv1219c,Rv1425,Rv0187,Rv3203,Rv0570,Rv2688c,Rv1076,Rv2959c,Rv1129c,Rv3470c
Rv0258c,Rv2548,Rv1675c,Rv0230c,Rv2727c,Rv1160,Rv1911c,Rv2579,Rv2389c,Rv1818c,Rv2149c
Rv0259c,Rv3124,Rv0505c,Rv0342,Rv3297,Rv2218,Rv2416c,Rv1558,Rv0445c,Rv0848,Rv1328
Rv0260c,Rv0754,Rv3704c,Rv2964,Rv1996,Rv3702c,Rv1563c,Rv3316,Rv1267c,Rv1731,Rv1495
Rv0261c,Rv2688c,Rv0187,Rv0577,Rv0889c,Rv0114,Rv1425,Rv2376c,Rv3203,Rv1223,Rv1180
Rv0262c,Rv2982c,Rv3198c,Rv1223,Rv2376c,Rv0577,Rv2959c,Rv3203,Rv2688c,Rv1076,Rv0751c
Rv0263c,Rv2007c,Rv2043c,Rv2757c,Rv1541c,Rv3414c,Rv0282,Rv0601c,Rv3444c,Rv1755c,Rv3130c
Rv0264c,Rv2878c,Rv2176,Rv3619c,Rv2970c,Rv0624,Rv2243,Rv2855,Rv3409c,Rv3820c,Rv2631
Rv0265c,Rv0015c,Rv3792,Rv3469c,Rv1843c,Rv1915,Rv1760,Rv1747,Rv2029c,Rv0351,Rv0676c
Rv0266c,Rv2793c,Rv2584c,Rv1206,Rv2266,Rv3765c,Rv3903c,Rv1026,Rv0654,Rv3780,Rv0008c
Rv0267,Rv0802c,Rv3480c,Rv0148,Rv3086,Rv3826,Rv3089,Rv3309c,Rv1267c,Rv1368,NONE
Rv0268c,Rv3425,Rv2447c,Rv1293,Rv3012c,Rv3598c,Rv1306,Rv2465c,Rv2539c,Rv2742c,Rv0444c
Rv0269c,Rv1997,Rv2824c,Rv1311,Rv1392,Rv2158c,Rv0669c,Rv3382c,Rv0252,Rv1484,Rv2121c
Rv0270,Rv1626,Rv3220c,Rv3458c,Rv1310,Rv2965c,Rv1308,Rv3581c,Rv1201c,Rv0957,Rv0706
Rv0271c,Rv0938,Rv1155,Rv3083,Rv1994c,Rv1020,Rv1162,Rv3879c,Rv2063A,Rv1850,Rv0132c
Rv0272c,Rv3378c,Rv3793,Rv3561,Rv3913,Rv1400c,Rv1027c,Rv1931c,Rv3045,Rv2780,Rv1558
Rv0273c,Rv2208,Rv0609,Rv3854c,Rv2948c,Rv2868c,Rv2066,Rv2459,Rv0553,Rv1665,Rv1079
Rv0274,Rv0987,Rv3364c,Rv0969,Rv1872c,Rv0586,Rv1859,Rv0277c,Rv0858c,NONE,NONE
Rv0275c,Rv0670,Rv0237,Rv2780,Rv3045,Rv0548c,Rv1653,Rv1931c,Rv2953,Rv3449,Rv1400c
Rv0276,Rv0386,Rv2763c,Rv1143,Rv2820c,Rv0301,Rv0901,Rv2914c,Rv1399c,Rv0844c,Rv3585
Rv0277Ac,Rv1162,Rv1469,Rv1013,Rv1994c,Rv3744,Rv0735,Rv1020,Rv2063A,Rv1850,Rv0938
Rv0277c,Rv2549c,Rv0969,Rv0986,Rv1872c,Rv3600c,Rv0620,Rv2866,Rv0987,Rv0908,Rv1553
Rv0278c,Rv2948c,Rv2459,Rv1079,Rv1992c,Rv3330,Rv0609,Rv3117,Rv2783c,Rv2068c,Rv0483
Rv0279c,Rv1304,Rv3712,Rv2682c,Rv2538c,Rv3582c,Rv3156,Rv0357c,Rv2188c,Rv2157c,Rv2720
Rv0280,Rv1602,Rv3420c,Rv2421c,Rv1345,Rv2614c,Rv2746c,Rv0491,Rv1640c,Rv1449c,Rv2221c
Rv0281,Rv1872c,Rv0987,Rv1859,Rv0277c,Rv0969,Rv0620,Rv2549c,Rv0986,Rv3600c,NONE
Rv0282,Rv3414c,Rv2757c,Rv2007c,Rv1541c,Rv2745c,Rv2043c,Rv2949c,Rv0013,Rv0601c,Rv1218c
Rv0283,Rv1383,Rv1652,Rv2580c,Rv2678c,Rv2612c,Rv1327c,Rv0952,Rv2906c,Rv3596c,Rv3048c
Rv0284,Rv2178c,Rv3713,Rv2122c,Rv3028c,Rv0639,Rv1110,Rv2139,Rv0046c,Rv3915,Rv0682
Rv0285,Rv0382c,Rv2373c,Rv1599,Rv2145c,Rv0886,Rv1182,Rv0558,Rv1330c,Rv1605,Rv3389c
Rv0286,Rv3366,Rv0006,Rv2294,Rv0977,Rv2299c,Rv1161,Rv1625c,Rv1196,Rv3743c,Rv3106
Rv0287,Rv2130c,Rv2697c,Rv0524,Rv3709c,Rv2883c,Rv0510,Rv2124c,Rv2764c,Rv1390,Rv2364c
Rv0288,Rv2986c,Rv3465,Rv0733,Rv3032,Rv0824c,Rv3914,Rv3676,Rv0896,Rv3923c,Rv3443c
Rv0289,Rv2124c,Rv0510,Rv2523c,Rv0846c,Rv3464,Rv2111c,Rv1240,Rv2711,Rv3846,Rv2611c
Rv0290,Rv3782,Rv1002c,Rv0951,Rv0555,Rv0685,Rv2992c,Rv0001,Rv1094,Rv2726c,Rv2361c
Rv0291,Rv3778c,Rv2093c,Rv3455c,Rv1708,Rv3014c,Rv2753c,Rv2202c,Rv1594,Rv1483,Rv2194
Rv0292,Rv2228c,Rv3449,Rv0564c,Rv1270c,Rv1694,Rv0548c,Rv2673,Rv0073,Rv2953,Rv1653
Rv0293c,Rv3913,Rv1027c,Rv3378c,Rv3793,Rv3561,Rv1400c,Rv1558,Rv1931c,Rv0512,Rv2332
Rv0294,Rv0182c,Rv0233,Rv3133c,Rv0148,Rv2958c,Rv2429,Rv3089,Rv1317c,Rv2407,NONE
Rv0295c,Rv1029,Rv0297,Rv1497,Rv3088,Rv2952,Rv0533c,Rv1173,Rv1129c,Rv3153,Rv3681c
Rv0296c,Rv1539,Rv2359,Rv2613c,Rv1822,Rv1538c,Rv2476c,Rv1477,Rv0018c,Rv0465c,Rv2419c
Rv0297,Rv1497,Rv0295c,Rv0533c,Rv3088,Rv1029,Rv3153,Rv2952,Rv1129c,Rv3681c,Rv1130
Rv0298,Rv1013,Rv1020,Rv3879c,Rv1994c,Rv0938,Rv1162,Rv3083,Rv2211c,Rv1155,Rv0813c
Rv0299,Rv2428,Rv1848,Rv1608c,Rv1264,Rv0220,Rv3155,Rv2816c,Rv1187,Rv3130c,Rv1755c
Rv0300,Rv2495c,Rv2464c,Rv2916c,Rv2497c,Rv2270,Rv0453,Rv3803c,Rv0483,NONE,NONE
Rv0301,Rv0901,Rv1399c,Rv3585,Rv2914c,Rv1143,Rv0252,Rv3382c,Rv2823c,Rv0669c,Rv2158c
Rv0302,Rv0570,Rv1219c,Rv1129c,Rv3681c,Rv1130,Rv1261c,Rv1425,Rv3088,Rv2821c,Rv3153
Rv0303,Rv0987,Rv3364c,Rv0586,Rv0969,Rv0858c,Rv1872c,NONE,NONE,NONE,NONE
Rv0304c,Rv1876,Rv0845,Rv3377c,Rv1983,Rv1980c,Rv0643c,Rv2296,Rv3408,Rv3573c,Rv0764c
Rv0305c,Rv1980c,Rv3408,Rv1876,Rv0764c,Rv1983,Rv3377c,Rv2296,Rv0221,Rv0845,Rv3825c
Rv0306,Rv3383c,Rv1102c,Rv3364c,Rv0858c,Rv1108c,Rv0408,Rv0409,Rv3286c,Rv2602,Rv2002
Rv0307c,Rv3416,Rv2740,Rv3763,Rv2234,Rv3405c,Rv2010,Rv0693,Rv1857,Rv2103c,Rv1207
Rv0308,Rv3109,Rv1886c,Rv1745c,Rv3398c,Rv0847,Rv3119,Rv0978c,Rv0677c,Rv0908,Rv3452
Rv0309,Rv0582,Rv2623,Rv0113,Rv0478,Rv3610c,Rv3687c,Rv0557,Rv3592,Rv1604,Rv0208c
Rv0310c,Rv2586c,Rv0013,Rv0902c,Rv0126,Rv2745c,Rv2870c,Rv2829c,Rv1114,Rv0900,Rv1938
Rv0311,Rv0735,Rv1469,Rv3731,Rv3744,Rv1329c,Rv0602c,Rv1162,Rv3820c,Rv1013,Rv0853c
Rv0312,Rv3835,Rv0626,Rv0211,Rv0900,Rv0126,Rv0596c,Rv3358,Rv2829c,Rv2865,Rv3240c
Rv0313,Rv2821c,Rv1180,Rv1425,Rv0570,Rv2952,Rv0114,Rv1129c,Rv0889c,Rv3088,Rv1029
Rv0314c,Rv2953,Rv2950c,Rv3509c,Rv0934,Rv1270c,Rv0564c,Rv0956,Rv2332,Rv2228c,Rv1653
Rv0315,Rv0866,Rv2276,Rv3223c,Rv3024c,Rv2346c,Rv1009,Rv0385,Rv1198,Rv0091,Rv0937c
Rv0316,Rv3316,Rv2964,Rv3655c,Rv3812,Rv3567c,Rv3702c,Rv0754,Rv1563c,Rv3704c,Rv0234c
Rv0317c,Rv1161,Rv3701c,Rv0286,Rv1625c,Rv3743c,Rv0006,Rv2245,Rv1985c,Rv3366,Rv0977
Rv0318c,Rv1690,Rv2349c,Rv3065,Rv1297,Rv1552,Rv2136c,Rv0194,Rv0844c,Rv3825c,Rv1651c
Rv0319,Rv0802c,Rv3480c,Rv3089,Rv0148,Rv3086,Rv3133c,Rv1777,Rv3826,NONE,NONE
Rv0320,Rv0277c,Rv3600c,Rv0620,Rv2549c,Rv0986,Rv1872c,Rv0969,Rv3452,Rv0677c,Rv0908
Rv0321,Rv1849,Rv2427c,Rv1712,Rv3505,Rv3087,Rv3214,Rv3809c,Rv0732,Rv0864,Rv1860
Rv0322,Rv2596,Rv3589,Rv3272,Rv2530c,Rv0418,Rv1121,Rv2702,Rv3754,Rv1316c,Rv3911
Rv0323c,Rv3687c,Rv3417c,Rv0582,Rv0678,Rv0948c,Rv0208c,Rv3610c,Rv0020c,Rv2623,Rv3270
Rv0324,Rv0191,Rv1846c,Rv1447c,Rv1478,Rv3703c,Rv1692,Rv3866,Rv1860,Rv3313c,Rv0864
Rv0325,Rv0137c,Rv2232,Rv0203,Rv0045c,Rv0933,Rv3357,Rv2118c,Rv2702,Rv1302,Rv3754
Rv0326,Rv1541c,Rv2043c,Rv2757c,Rv0601c,Rv2007c,Rv3130c,Rv3444c,Rv1218c,Rv3155,Rv1755c
Rv0327c,Rv0889c,Rv0114,Rv0187,Rv2688c,Rv1180,Rv1425,Rv0577,Rv2821c,Rv2006,Rv2289
Rv0328,Rv2596,Rv1121,Rv3724B,Rv0827c,Rv2625c,Rv2702,Rv3589,Rv0486,Rv2928,Rv2530c
Rv0329c,Rv3364c,Rv0858c,Rv0408,Rv0987,Rv1859,Rv3383c,NONE,NONE,NONE,NONE
Rv0330c,Rv3370c,Rv0573c,Rv2284,Rv1082,Rv2873,Rv3111,Rv1634,Rv1542c,Rv2074,Rv3010c
Rv0331,Rv0631c,Rv0595c,Rv3310,Rv1991c,Rv1346,Rv2601,Rv2149c,Rv2285,Rv3674c,Rv2902c
Rv0332,Rv3370c,Rv0573c,Rv2284,Rv3010c,Rv1082,Rv3111,Rv2873,Rv2245,Rv1168c,Rv1634
Rv0333,Rv2922c,Rv3318,Rv0438c,Rv2112c,Rv1909c,Rv2579,Rv1675c,Rv1160,Rv0230c,NONE
Rv0334,Rv2388c,Rv3379c,Rv2431c,Rv2462c,Rv1077,Rv2497c,Rv1288,Rv2801A,Rv1650,Rv2270
Rv0335c,Rv2275,Rv1660,Rv2737c,Rv2154c,Rv3451,Rv1625c,Rv1984c,Rv0006,Rv2156c,Rv1161
Rv0336,Rv0845,Rv1876,Rv3377c,Rv0643c,Rv1983,Rv0058,Rv3573c,Rv0551c,Rv1980c,NONE
Rv0337c,Rv3003c,Rv2210c,Rv1600,Rv0884c,Rv1338,Rv3221A,Rv3137,Rv3789,Rv3336c,Rv3276c
Rv0338c,Rv1483,Rv0736,Rv1594,Rv2753c,Rv2194,Rv3042c,Rv3014c,Rv2438c,Rv2201,Rv2093c
Rv0339c,Rv0182c,Rv0233,Rv2958c,Rv2429,Rv3133c,Rv0148,Rv1317c,Rv2407,Rv3089,Rv1746
Rv0340,Rv0496,Rv1537,Rv3149,Rv2919c,Rv1259,Rv0982,Rv2801c,Rv3240c,Rv2865,Rv3358
Rv0341,Rv0182c,Rv0233,Rv2958c,Rv2429,Rv1317c,Rv2407,Rv3133c,Rv2436,Rv1344,Rv2911
Rv0342,Rv2218,Rv3124,Rv3297,Rv0505c,Rv0445c,Rv2416c,Rv1328,Rv2852c,Rv0848,Rv1365c
Rv0343,Rv0802c,Rv0148,Rv3826,Rv1746,Rv3480c,Rv3309c,Rv0978c,Rv1886c,Rv3089,NONE
Rv0344c,Rv2211c,Rv2593c,Rv2068c,Rv0813c,Rv1433,Rv2783c,Rv1992c,Rv3330,Rv1288,Rv1079
Rv0345,Rv0735,Rv1469,Rv3731,Rv3744,Rv1329c,Rv1162,Rv0602c,Rv3820c,Rv1013,Rv0853c
Rv0346c,Rv3457c,Rv1612,Rv1832,Rv0788,Rv1415,Rv2439c,Rv2988c,Rv0787A,Rv3602c,Rv2995c
Rv0347,Rv1187,Rv1169c,Rv2816c,Rv1608c,Rv0220,Rv3565,Rv3155,Rv1264,Rv1218c,Rv0005
Rv0348,Rv3765c,Rv2793c,Rv3903c,Rv2584c,Rv1206,Rv2266,Rv0654,Rv1026,Rv0008c,Rv1917c
Rv0349,Rv3203,Rv1076,Rv2959c,Rv1223,Rv3470c,Rv2872,Rv1219c,Rv0187,Rv2688c,Rv0751c
Rv0350,Rv1713,Rv2925c,Rv3436c,Rv1380,Rv1536,Rv2555c,Rv1389,Rv3834c,Rv3795,Rv3800c
Rv0351,Rv2029c,Rv1760,Rv0598c,Rv3824c,Rv1915,Rv1843c,Rv3469c,Rv0159c,Rv0015c,Rv0516c
Rv0352,Rv0903c,Rv1106c,Rv2752c,Rv3722c,Rv2115c,Rv1638,Rv1420,Rv3822,Rv2258c,Rv3273
Rv0353,Rv0757,Rv3615c,Rv3616c,Rv3870,Rv3882c,Rv3614c,Rv3871,Rv3877,Rv3869,Rv0190
Rv0354c,Rv1843c,Rv1760,Rv2029c,Rv0351,Rv1915,Rv3469c,Rv0015c,Rv3824c,Rv0598c,Rv0159c
Rv0355c,Rv1876,Rv0845,Rv3377c,Rv1980c,Rv1983,Rv3408,Rv2296,Rv0764c,Rv0643c,Rv0221
Rv0356c,Rv3316,Rv2964,Rv1563c,Rv0754,Rv3702c,Rv3704c,Rv1996,Rv1341,Rv3655c,Rv3567c
Rv0357c,Rv2157c,Rv0422c,Rv3582c,Rv1305,Rv1654,Rv1315,Rv0682,Rv1304,Rv3712,Rv2538c
Rv0358,Rv0404,Rv0821c,Rv0764c,Rv3821,Rv2267c,Rv1365c,Rv3408,Rv1980c,Rv3377c,Rv3146
Rv0359,Rv3056,Rv0518,Rv3862c,Rv2484c,Rv1246c,Rv0838,Rv2820c,Rv3080c,Rv2918c,Rv3740c
Rv0360c,Rv0895,Rv3315c,Rv1341,Rv3307,Rv1859,Rv1563c,Rv1267c,Rv3480c,Rv3309c,Rv0620
Rv0361,Rv0967,Rv2384,Rv2383c,Rv2378c,Rv1080c,Rv1159,Rv0437c,Rv2386c,Rv2869c,Rv2115c
Rv0362,Rv2200c,Rv3199c,Rv2948c,Rv0761c,Rv3117,Rv2881c,Rv1665,Rv2868c,Rv2066,Rv1379
Rv0363c,Rv1617,Rv1828,Rv1300,Rv2477c,Rv3245c,Rv1093,Rv3215,Rv3789,Rv3221A,Rv2794c
Rv0364,Rv2950c,Rv3509c,Rv2953,Rv0934,Rv0956,Rv2332,Rv3886c,Rv1270c,Rv0564c,Rv1653
Rv0365c,Rv2688c,Rv0577,Rv0187,Rv2376c,Rv0889c,Rv0114,Rv2289,Rv2006,Rv1425,Rv1223
Rv0366c,Rv1563c,Rv3316,Rv3704c,Rv2964,Rv0754,Rv1267c,Rv1341,Rv1996,Rv0895,Rv3702c
Rv0367c,Rv2031c,Rv3853,Rv0533c,Rv1258c,Rv3878,Rv3157,Rv2848c,Rv1497,Rv0297,Rv3153
Rv0368c,Rv0734,Rv2602,Rv0409,Rv2002,Rv1253,Rv1857,Rv2103c,Rv0254c,Rv1102c,Rv1739c
Rv0369c,Rv0749,Rv0070c,Rv0208c,Rv3610c,Rv0418,Rv1088,Rv3911,Rv3272,Rv3589,Rv3062
Rv0370c,Rv0295c,Rv1173,Rv1029,Rv0297,Rv1497,Rv2952,Rv1448c,Rv3855,Rv3088,Rv0533c
Rv0371c,Rv0900,Rv3835,Rv2829c,Rv0126,Rv0626,Rv0211,Rv0596c,Rv3358,Rv1114,Rv2865
Rv0372c,Rv1108c,Rv3383c,Rv1897c,Rv1102c,Rv0050,Rv1284,Rv0409,Rv0469,Rv3286c,Rv0408
Rv0373c,Rv1317c,Rv2958c,Rv2407,Rv0233,Rv1344,Rv2911,Rv2436,Rv0182c,Rv2429,Rv1746
Rv0374c,Rv0058,Rv3232c,Rv1032c,Rv0103c,Rv3406,Rv0535,Rv1213,Rv1151c,Rv2924c,Rv0183
Rv0375c,Rv3886c,Rv2196,Rv1242,Rv0956,Rv2332,Rv1103c,Rv0512,Rv0934,Rv1981c,Rv3509c
Rv0376c,Rv0045c,Rv0203,Rv2118c,Rv1302,Rv2232,Rv0137c,Rv0668,Rv0933,Rv0486,Rv2702
Rv0377,Rv2780,Rv3045,Rv1931c,Rv0237,Rv1400c,Rv0670,Rv3561,Rv1653,Rv3378c,Rv2950c
Rv0378,Rv2829c,Rv0900,Rv0126,Rv1114,Rv3168,Rv3835,Rv2586c,Rv0013,Rv0626,Rv0211
